,treatment,environment,Languages,Consonantal +/−,Grapheme,IPA,IPA key,Lateral +/−,Manner of articulation,Place of articulation,Place value,Sibilant +/−,Sonority value,Voice +/−,version
14,L-,#_E,LMO,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
15,L-,#_E,RMH,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
16,L-,#_E,FUR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
17,L-,#_E,LOG SRD,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
18,L-,#_E,CPN SRD,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
19,L-,#_E,COR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
20,L-,#_E,ITA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
21,L-,#_E,ABR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
22,L-,#_E,CAM,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
23,L-,#_E,PGL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
24,L-,#_E,SCN,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
25,L-,#_E,VEN,+,ł,l~ɰ,131,+/−,LW~W,D~K,-1.125,−,0.5416666666666666,+,1.0
26,L-,#_E,ARO,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
27,L-,#_E,ROM,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
29,L-,#_E,RMH,+,gl,ȴ [ʎ̟],86,+,LW,Ɉ,0,−,0.75,+,2.0
30,L-,#_E,GAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
31,L-,#_E,ASL,+,ll (ḷḷ),ȴ[ʎ̟] (ʈ͡ʂ),129,+ (−),LW (P͡F),Ɉ,-0.4166666666666667,− (+),1.5,+ (−),1.0
32,L-,#_E,CAS ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
33,L-,#_E,AND ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
34,L-,#_E,ARG,+,l (ll),l (ȴ),130,+,LW,D (Ɉ),0.5625,−,0.75,+,1.0
0,L-,"#_{a,O}",BR POR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
1,L-,"#_{a,O}",AMR ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
2,L-,"#_{a,O}",LAT,+,L,l,85,+,LW,D,0.75,−,0.75,+,1.0
3,L-,"#_{a,O}",CAT,+,ll,ȴ [ʎ̟],86,+,LW,Ɉ,0,−,0.75,+,1.0
4,L-,"#_{a,O}",VAL,+,ll,ȴ [ʎ̟],86,+,LW,Ɉ,0,−,0.75,+,1.0
5,L-,"#_{a,O}",BAL,+,ll,ȴ [ʎ̟],86,+,LW,Ɉ,0,−,0.75,+,1.0
6,L-,"#_{a,O}",OCC,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
7,L-,"#_{a,O}",GAS OCC,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
8,L-,"#_{a,O}",EU FRA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
9,L-,"#_{a,O}",QBC FRA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
10,L-,"#_{a,O}",WAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
11,L-,"#_{a,O}",ARP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
12,L-,"#_{a,O}",LIG,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
13,L-,"#_{a,O}",EU POR,+,l,ɫ̪,87,+,LW,DQ,-1.1666666666666667,−,0.75,+,1.0
14,L-,"#_{a,O}",LMO,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
15,L-,"#_{a,O}",RMH,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
16,L-,"#_{a,O}",FUR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
17,L-,"#_{a,O}",LOG SRD,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
18,L-,"#_{a,O}",CPN SRD,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
19,L-,"#_{a,O}",COR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
20,L-,"#_{a,O}",ITA,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
21,L-,"#_{a,O}",ABR,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
22,L-,"#_{a,O}",CAM,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
23,L-,"#_{a,O}",PGL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
24,L-,"#_{a,O}",SCN,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
25,L-,"#_{a,O}",VEN,+,ł,l~ɰ,131,+/−,LW~W,D~K,-1.125,−,0.5416666666666666,+,1.0
26,L-,"#_{a,O}",ARO,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
27,L-,"#_{a,O}",ROM,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
29,L-,"#_{a,O}",RMH,+,gl,ȴ [ʎ̟],86,+,LW,Ɉ,0,−,0.75,+,2.0
30,L-,"#_{a,O}",GAL,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
31,L-,"#_{a,O}",ASL,+,ll (ḷḷ),ȴ[ʎ̟] (ʈ͡ʂ),129,+ (−),LW (P͡F),Ɉ,-0.4166666666666667,− (+),1.5,+ (−),1.0
32,L-,"#_{a,O}",CAS ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
33,L-,"#_{a,O}",AND ESP,+,l,l,85,+,LW,D,0.75,−,0.75,+,1.0
34,L-,"#_{a,O}",ARG,+,l (ll),l (ȴ),130,+,LW,D (Ɉ),0.5625,−,0.75,+,1.0
0,J-,#_O,BR POR,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
1,J-,#_O,AMR ESP,+,j,h,68,−,F,H,-6,−,2,+,1.0
2,J-,#_O,LAT,+,I,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
3,J-,#_O,CAT,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
4,J-,#_O,VAL,+,j,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
5,J-,#_O,BAL,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
6,J-,#_O,OCC,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
7,J-,#_O,GAS OCC,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
8,J-,#_O,EU FRA,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
9,J-,#_O,QBC FRA,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
10,J-,#_O,WAL,+,dj,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
11,J-,#_O,ARP,+,j/g,d͡z~ð,107,−,P͡F~F,D,1.5,+/−,2.5,+,1.0
12,J-,#_O,LIG,+,z,z̠ (d͡z̠),111,−,F (P͡F),D,0.5,+,2.3333333333333335,+,1.0
13,J-,#_O,EU POR,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
14,J-,#_O,LMO,+,sg,d̠͡ʒ~z̠,108,−,P͡F~F,Ɉ~D,0,+,2.5,+,1.0
15,J-,#_O,RMH,,gi,,,,,,,,,,1.0
16,J-,#_O,FUR,,z,,,,,,,,,,1.0
17,J-,#_O,LOG SRD,+,j,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
18,J-,#_O,CPN SRD,+,gi,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
19,J-,#_O,COR,,,,,,,,,,,,1.0
20,J-,#_O,ITA,+,gi,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
21,J-,#_O,ABR,,,,,,,,,,,,1.0
22,J-,#_O,CAM,,,,,,,,,,,,1.0
23,J-,#_O,PGL,,,,,,,,,,,,1.0
24,J-,#_O,SCN,+,j,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
25,J-,#_O,VEN,,,,,,,,,,,,1.0
26,J-,#_O,ARO,,,,,,,,,,,,1.0
27,J-,#_O,ROM,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
28,J-,#_O,GAL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
29,J-,#_O,ASL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
30,J-,#_O,CAS ESP,+,j,x,63,−,F,K,-3,−,2,−,1.0
31,J-,#_O,AND ESP,+,j,h,68,−,F,H,-6,−,2,+,1.0
32,J-,#_O,ARG,+,ch,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
0,J-,"#_{a,E}ˈ",BR POR,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
1,J-,"#_{a,E}ˈ",AMR ESP,−,∅,∅,∅,−,∅,Ɉ,-2,−,0,+,1.0
2,J-,"#_{a,E}ˈ",LAT,+,I,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
3,J-,"#_{a,E}ˈ",CAT,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
4,J-,"#_{a,E}ˈ",VAL,+,j,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
5,J-,"#_{a,E}ˈ",BAL,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
6,J-,"#_{a,E}ˈ",OCC,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
7,J-,"#_{a,E}ˈ",GAS OCC,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
8,J-,"#_{a,E}ˈ",EU FRA,+,j/g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
9,J-,"#_{a,E}ˈ",QBC FRA,+,j/g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
10,J-,"#_{a,E}ˈ",WAL,+,dj,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
11,J-,"#_{a,E}ˈ",ARP,+,j/g,d͡z~ð,107,−,P͡F~F,D,1.5,+/−,2.5,+,1.0
12,J-,"#_{a,E}ˈ",LIG,+,z,z̠ (d͡z̠),111,−,F (P͡F),D,0.5,+,2.3333333333333335,+,1.0
13,J-,"#_{a,E}ˈ",EU POR,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
14,J-,"#_{a,E}ˈ",LMO,+,sg,d̠͡ʒ~z̠,108,−,P͡F~F,Ɉ~D,0,+,2.5,+,1.0
15,J-,"#_{a,E}ˈ",RMH,,g?,,,,,,,,,,1.0
16,J-,"#_{a,E}ˈ",FUR,,z,,,,,,,,,,1.0
17,J-,"#_{a,E}ˈ",LOG SRD,,j? gh?,,,,,,,,,,1.0
18,J-,"#_{a,E}ˈ",CPN SRD,,gi,,,,,,,,,,1.0
19,J-,"#_{a,E}ˈ",COR,,,,,,,,,,,,1.0
20,J-,"#_{a,E}ˈ",ITA,+,gi,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
21,J-,"#_{a,E}ˈ",ABR,,,,,,,,,,,,1.0
22,J-,"#_{a,E}ˈ",CAM,,,,,,,,,,,,1.0
23,J-,"#_{a,E}ˈ",PGL,,,,,,,,,,,,1.0
24,J-,"#_{a,E}ˈ",SCN,+,j,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
25,J-,"#_{a,E}ˈ",VEN,,,,,,,,,,,,1.0
26,J-,"#_{a,E}ˈ",ARO,,,,,,,,,,,,1.0
27,J-,"#_{a,E}ˈ",ROM,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
28,J-,"#_{a,E}ˈ",GAL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
29,J-,"#_{a,E}ˈ",ASL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
30,J-,"#_{a,E}ˈ",CAS ESP,−,∅,∅,∅,−,∅,Ɉ,-2,−,0,+,1.0
31,J-,"#_{a,E}ˈ",AND ESP,−,∅,∅,∅,−,∅,Ɉ,-2,−,0,+,1.0
32,J-,"#_{a,E}ˈ",ARG,+,ch,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
0,J-,"ˈ#_{a,E}",BR POR,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
1,J-,"ˈ#_{a,E}",AMR ESP,+,y,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
2,J-,"ˈ#_{a,E}",LAT,+,I,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
3,J-,"ˈ#_{a,E}",CAT,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
4,J-,"ˈ#_{a,E}",VAL,+,j,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
5,J-,"ˈ#_{a,E}",BAL,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
6,J-,"ˈ#_{a,E}",OCC,+,g,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
7,J-,"ˈ#_{a,E}",GAS OCC,+,g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
8,J-,"ˈ#_{a,E}",EU FRA,+,j/g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
9,J-,"ˈ#_{a,E}",QBC FRA,+,j/g,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
10,J-,"ˈ#_{a,E}",WAL,+,dj,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
11,J-,"ˈ#_{a,E}",ARP,+,j/g,d͡z~ð,107,−,P͡F~F,D,1.5,+/−,2.5,+,1.0
12,J-,"ˈ#_{a,E}",LIG,+,z,z̠ (d͡z̠),111,−,F (P͡F),D,0.5,+,2.3333333333333335,+,1.0
13,J-,"ˈ#_{a,E}",EU POR,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
14,J-,"ˈ#_{a,E}",LMO,+,sg,d̠͡ʒ~z̠,108,−,P͡F~F,Ɉ~D,0,+,2.5,+,1.0
15,J-,"ˈ#_{a,E}",RMH,,,,,,,,,,,,1.0
16,J-,"ˈ#_{a,E}",FUR,,,,,,,,,,,,1.0
17,J-,"ˈ#_{a,E}",LOG SRD,,,,,,,,,,,,1.0
18,J-,"ˈ#_{a,E}",CPN SRD,+,gi,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
19,J-,"ˈ#_{a,E}",COR,,,,,,,,,,,,1.0
20,J-,"ˈ#_{a,E}",ITA,+,gi,d̠͡ʒ,35,−,P͡F,Ɉ,-0.5,+,3,+,1.0
21,J-,"ˈ#_{a,E}",ABR,,,,,,,,,,,,1.0
22,J-,"ˈ#_{a,E}",CAM,,,,,,,,,,,,1.0
23,J-,"ˈ#_{a,E}",PGL,,,,,,,,,,,,1.0
24,J-,"ˈ#_{a,E}",SCN,+,j,j,98,−,W,Ɉ,-2,−,0.5,+,1.0
25,J-,"ˈ#_{a,E}",VEN,,,,,,,,,,,,1.0
26,J-,"ˈ#_{a,E}",ARO,,dz,,,,,,,,,,1.0
27,J-,"ˈ#_{a,E}",ROM,+,j,ʒ,57,−,F,Ɉ,-0.5,+,2,+,1.0
28,J-,"ˈ#_{a,E}",GAL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
29,J-,"ˈ#_{a,E}",ASL,+,x,ʃ,56,−,F,Ɉ,-0.5,+,2,−,1.0
30,J-,"ˈ#_{a,E}",CAS ESP,+,y,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
31,J-,"ˈ#_{a,E}",AND ESP,+,y,ɟ͡ʝ,39,−,P͡F,Ɉ,-2,−,3,+,1.0
32,J-,"ˈ#_{a,E}",ARG,+,ch,t̠͡ʃ,34,−,P͡F,Ɉ,-0.5,+,3,−,1.0
0,W-,#_E,BR POR,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
1,W-,#_E,AMR ESP,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
2,W-,#_E,LAT,,,,,,,,,,,,1.0
3,W-,#_E,CAT,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
4,W-,#_E,VAL,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
5,W-,#_E,BAL,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
6,W-,#_E,OCC,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
7,W-,#_E,GAS OCC,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
8,W-,#_E,EU FRA,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
9,W-,#_E,QBC FRA,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
10,W-,#_E,WAL,,,,,,,,,,,,1.0
11,W-,#_E,ARP,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
12,W-,#_E,LIG,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
13,W-,#_E,EU POR,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
14,W-,#_E,LMO,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
15,W-,#_E,RMH,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
16,W-,#_E,FUR,+/−,v,v~∅,138,−,F~∅,B,2.5,−,1,+/−,1.0
17,W-,#_E,LOG SRD,,,,,,,,,,,,1.0
18,W-,#_E,CPN SRD,,,,,,,,,,,,1.0
19,W-,#_E,COR,,,,,,,,,,,,1.0
20,W-,#_E,ITA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
21,W-,#_E,ABR,,,,,,,,,,,,1.0
22,W-,#_E,CAM,,,,,,,,,,,,1.0
23,W-,#_E,PGL,,,,,,,,,,,,1.0
24,W-,#_E,SCN,,,,,,,,,,,,1.0
25,W-,#_E,VEN,,,,,,,,,,,,1.0
26,W-,#_E,ARO,,,,,,,,,,,,1.0
27,W-,#_E,ROM,,,,,,,,,,,,1.0
28,W-,#_E,GAL,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
29,W-,#_E,ASL,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
30,W-,#_E,CAS ESP,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
31,W-,#_E,AND ESP,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
32,W-,#_E,ARG,+,gu,ɡ,20,−,P,K,-3,−,4,+,1.0
0,W-,#_a,BR POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
1,W-,#_a,AMR ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
2,W-,#_a,LAT,,,,,,,,,,,,1.0
3,W-,#_a,CAT,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
4,W-,#_a,VAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
5,W-,#_a,BAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
6,W-,#_a,OCC,,,,,,,,,,,,1.0
7,W-,#_a,GAS OCC,,,,,,,,,,,,1.0
8,W-,#_a,EU FRA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
9,W-,#_a,QBC FRA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
10,W-,#_a,WAL,,,,,,,,,,,,1.0
11,W-,#_a,ARP,,,,,,,,,,,,1.0
12,W-,#_a,LIG,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
13,W-,#_a,EU POR,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
14,W-,#_a,LMO,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
15,W-,#_a,RMH,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
16,W-,#_a,FUR,+/−,v,v~∅,138,−,F~∅,B,2.5,−,1,+/−,1.0
17,W-,#_a,LOG SRD,,,,,,,,,,,,1.0
18,W-,#_a,CPN SRD,,,,,,,,,,,,1.0
19,W-,#_a,COR,,,,,,,,,,,,1.0
20,W-,#_a,ITA,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
21,W-,#_a,ABR,,,,,,,,,,,,1.0
22,W-,#_a,CAM,,,,,,,,,,,,1.0
23,W-,#_a,PGL,,,,,,,,,,,,1.0
24,W-,#_a,SCN,,,,,,,,,,,,1.0
25,W-,#_a,VEN,+/−,ɡ/∅,ɡ~∅,136,−,P~∅,K,-3,−,2,+/−,1.0
26,W-,#_a,ARO,,,,,,,,,,,,1.0
27,W-,#_a,ROM,,,,,,,,,,,,1.0
28,W-,#_a,GAL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
29,W-,#_a,ASL,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
30,W-,#_a,CAS ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
31,W-,#_a,AND ESP,+,g,ɡ,20,−,P,K,-3,−,4,+,1.0
32,W-,#_a,ARG,,,,,,,,,,,,1.0
